production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
2454,55,11,3,8399,195,2.32,PROD-2024838528
2455,29,1,6,3914,77,1.97,PROD-2025835630
2456,169,1,4,3353,69,2.06,PROD-2024695375
2457,570,22,3,8256,145,1.76,PROD-2025197817
2458,369,13,4,4118,112,2.72,PROD-2025390156
2459,144,20,1,7793,225,2.89,PROD-2025205431
2460,590,10,8,7078,93,1.31,PROD-2023657046
2461,532,19,7,8352,126,1.51,PROD-2025389900
2462,9,10,1,5067,108,2.13,PROD-2024969612
2463,611,12,1,4657,58,1.25,PROD-2025544681
2464,174,20,4,4420,114,2.58,PROD-2025128588
2465,166,15,4,5714,151,2.64,PROD-2025653573
2466,857,5,6,349,8,2.29,PROD-2023914521
2467,18,20,6,8205,99,1.21,PROD-2025854679
2468,255,11,6,6041,163,2.7,PROD-2023390081
2469,404,22,8,3599,43,1.19,PROD-2025478183
2470,1009,12,6,3406,50,1.47,PROD-2025372836
2471,183,5,4,8679,107,1.23,PROD-2024981763
2472,673,15,4,6184,119,1.92,PROD-2023160383
2473,183,9,7,574,10,1.74,PROD-2024669313
2474,380,20,2,5281,64,1.21,PROD-2025363261
2475,562,19,8,4222,64,1.52,PROD-2025927889
2476,15,7,4,8128,176,2.17,PROD-2024671119
2477,1069,6,8,779,10,1.28,PROD-2025242607
2478,368,20,8,3144,34,1.08,PROD-2025848746
2479,779,20,5,4740,94,1.98,PROD-2024585434
2480,1043,2,6,4706,129,2.74,PROD-2023167109
2481,1040,13,6,1864,36,1.93,PROD-2025491453
2482,286,18,5,3729,110,2.95,PROD-2025440124
2483,52,4,3,2497,53,2.12,PROD-2024417909
2484,952,9,1,2945,69,2.34,PROD-2025776901
2485,302,6,4,4652,137,2.94,PROD-2023675541
2486,488,16,7,4403,89,2.02,PROD-2025951710
2487,481,15,2,3661,64,1.75,PROD-2025831206
2488,358,1,4,5316,134,2.52,PROD-2024121636
2489,11,14,2,5321,142,2.67,PROD-2025431190
2490,997,4,3,4906,140,2.85,PROD-2024361700
2491,250,4,3,6552,89,1.36,PROD-2025917450
2492,824,8,2,8424,97,1.15,PROD-2024508340
2493,1035,5,1,1258,35,2.78,PROD-2025340317
2494,22,8,8,3920,66,1.68,PROD-2024841314
2495,801,10,5,8554,171,2,PROD-2024287768
2496,481,16,1,6150,67,1.09,PROD-2025408021
2497,719,9,5,7047,142,2.02,PROD-2025651795
2498,399,18,3,3768,58,1.54,PROD-2024241011
2499,883,11,1,1795,26,1.45,PROD-2025217529
2500,640,10,7,4162,122,2.93,PROD-2024522076
2501,892,10,8,1086,27,2.49,PROD-2024670282
2502,1032,14,4,5308,131,2.47,PROD-2024606202
2503,219,12,4,2905,38,1.31,PROD-2024245242
2504,931,8,7,2053,22,1.07,PROD-2024430765
2505,9,11,1,7937,173,2.18,PROD-2025350453
2506,438,6,3,6601,177,2.68,PROD-2024986550
2507,819,5,4,1554,15,0.97,PROD-2025792509
2508,1092,8,8,8744,239,2.73,PROD-2025624299
2509,534,10,8,4402,84,1.91,PROD-2025425045
2510,1050,3,4,8382,191,2.28,PROD-2023326835
2511,77,9,5,8975,92,1.03,PROD-2025636910
2512,442,8,3,8244,220,2.67,PROD-2023653483
2513,625,8,5,4951,118,2.38,PROD-2025115293
2514,221,17,5,4078,65,1.59,PROD-2023875082
2515,543,22,3,5046,144,2.85,PROD-2023815492
2516,863,12,2,3402,100,2.94,PROD-2025859588
2517,299,1,2,7503,123,1.64,PROD-2024339869
2518,709,14,7,2216,32,1.44,PROD-2025840658
2519,535,22,1,4045,42,1.04,PROD-2023918338
2520,555,6,6,3192,33,1.03,PROD-2024909561
2521,133,15,5,1692,24,1.42,PROD-2025431377
2522,839,18,2,2692,39,1.45,PROD-2025997210
2523,588,9,7,9044,129,1.43,PROD-2025940434
2524,638,21,5,9144,235,2.57,PROD-2025840191
2525,169,18,1,5616,88,1.57,PROD-2024838431
2526,339,20,7,1798,39,2.17,PROD-2023489982
2527,44,19,4,5231,87,1.66,PROD-2025777468
2528,881,6,5,6712,75,1.12,PROD-2025717147
2529,906,17,1,2555,62,2.43,PROD-2025215837
2530,1030,17,7,631,6,0.95,PROD-2025108447
2531,496,3,5,339,9,2.65,PROD-2025207765
2532,507,6,5,6481,70,1.08,PROD-2023208756
2533,408,11,3,1245,24,1.93,PROD-2025257245
2534,106,2,6,9610,109,1.13,PROD-2024898675
2535,307,8,2,9430,198,2.1,PROD-2024965769
2536,1094,21,2,3558,56,1.57,PROD-2025326657
2537,795,10,7,1046,23,2.2,PROD-2023442711
2538,520,14,6,6838,183,2.68,PROD-2024285074
2539,383,1,2,6144,149,2.43,PROD-2025235756
2540,213,3,6,7639,93,1.22,PROD-2023953971
2541,916,3,7,6427,165,2.57,PROD-2025795213
2542,1056,17,1,5694,154,2.7,PROD-2025963092
2543,28,19,3,6292,113,1.8,PROD-2025881884
2544,172,4,1,3398,44,1.29,PROD-2025915777
2545,412,7,5,1953,33,1.69,PROD-2025407685
2546,250,19,8,4612,87,1.89,PROD-2023746902
2547,816,20,2,4679,107,2.29,PROD-2025394715
2548,247,2,2,5065,100,1.97,PROD-2025894074
2549,812,22,1,7235,84,1.16,PROD-2023585931
2550,1024,16,4,9689,263,2.71,PROD-2023413504
2551,271,22,1,1359,19,1.4,PROD-2025582076
2552,690,2,2,1292,16,1.24,PROD-2025459287
2553,430,2,6,2674,57,2.13,PROD-2025191845
2554,295,15,7,4019,83,2.07,PROD-2024522767
2555,894,17,4,7720,159,2.06,PROD-2023756980
2556,966,17,4,7057,105,1.49,PROD-2024515248
2557,654,8,1,2172,42,1.93,PROD-2023938682
2558,485,20,2,332,6,1.81,PROD-2025713895
2559,1066,11,6,3981,48,1.21,PROD-2025957175
2560,231,6,6,2896,81,2.8,PROD-2023149269
2561,538,2,5,4885,82,1.68,PROD-2025724954
2562,46,7,4,5997,138,2.3,PROD-2024402525
2563,945,12,3,9667,212,2.19,PROD-2024910534
2564,82,12,6,489,10,2.04,PROD-2023431881
2565,975,18,2,1075,15,1.4,PROD-2024580143
2566,381,4,6,6572,71,1.08,PROD-2025968539
2567,692,18,3,4283,106,2.47,PROD-2025780399
2568,334,9,8,5823,60,1.03,PROD-2025720771
2569,336,6,6,3633,104,2.86,PROD-2025821359
2570,824,3,2,5755,74,1.29,PROD-2025323844
2571,543,20,2,3205,87,2.71,PROD-2025719935
2572,890,22,8,2880,67,2.33,PROD-2024753622
2573,806,14,4,6461,142,2.2,PROD-2024948368
2574,747,22,2,3462,102,2.95,PROD-2025569026
2575,671,22,4,7519,159,2.11,PROD-2023655954
2576,234,18,1,5207,122,2.34,PROD-2025178062
2577,512,7,5,2909,38,1.31,PROD-2024713876
2578,1067,8,6,6036,141,2.34,PROD-2025705127
2579,282,6,1,8984,213,2.37,PROD-2024303622
2580,236,17,5,1050,20,1.9,PROD-2024374817
2581,217,19,2,8893,263,2.96,PROD-2024449650
2582,715,3,7,3738,85,2.27,PROD-2025180912
2583,1029,17,8,736,13,1.77,PROD-2025463549
2584,980,18,5,5279,155,2.94,PROD-2025953488
2585,1017,17,3,3905,74,1.9,PROD-2023134119
2586,573,2,4,7348,216,2.94,PROD-2025508547
2587,661,14,1,1277,13,1.02,PROD-2024723859
2588,542,8,4,7390,93,1.26,PROD-2023211707
2589,400,13,6,6490,69,1.06,PROD-2023750218
2590,859,1,2,8258,246,2.98,PROD-2025505125
2591,883,10,8,8139,146,1.79,PROD-2023274715
2592,540,15,1,3759,67,1.78,PROD-2024753133
2593,790,2,4,2440,54,2.21,PROD-2025432527
2594,650,12,7,9852,273,2.77,PROD-2023963662
2595,255,8,7,4946,127,2.57,PROD-2025331689
2596,600,21,4,6126,78,1.27,PROD-2024172133
2597,918,11,5,5588,66,1.18,PROD-2025746375
2598,853,4,5,7259,193,2.66,PROD-2025805183
2599,1084,18,7,2787,43,1.54,PROD-2024757216
2600,1071,16,6,5482,109,1.99,PROD-2025585549
2601,567,4,3,1861,42,2.26,PROD-2025972335
2602,134,2,6,7894,215,2.72,PROD-2025787412
2603,25,8,4,9093,131,1.44,PROD-2025704028
2604,357,19,1,2512,60,2.39,PROD-2024907653
2605,316,9,5,499,11,2.2,PROD-2023358076
2606,147,16,7,1848,41,2.22,PROD-2024894301
2607,723,14,7,9562,123,1.29,PROD-2024851939
2608,558,11,8,5390,97,1.8,PROD-2023670214
2609,810,4,8,2381,61,2.56,PROD-2025582833
2610,1045,22,8,874,15,1.72,PROD-2024488559
2611,42,10,8,2824,65,2.3,PROD-2023601761
2612,572,7,1,5066,137,2.7,PROD-2024992021
2613,1050,9,4,6190,169,2.73,PROD-2025132534
2614,777,17,7,964,22,2.28,PROD-2024706676
2615,551,22,8,5548,134,2.42,PROD-2023376893
2616,982,19,3,7793,91,1.17,PROD-2024523240
2617,904,10,3,3082,77,2.5,PROD-2025788688
2618,806,10,4,8591,205,2.39,PROD-2024107895
2619,23,9,3,3683,68,1.85,PROD-2024954318
2620,575,5,8,6847,75,1.1,PROD-2024805167
2621,779,14,3,3324,84,2.53,PROD-2025522750
2622,976,13,5,5941,166,2.79,PROD-2023843784
2623,130,17,7,3331,65,1.95,PROD-2024359389
2624,497,14,4,703,7,1,PROD-2024683784
2625,781,1,1,2782,70,2.52,PROD-2025622593
2626,904,18,4,9402,164,1.74,PROD-2023488681
2627,811,3,2,687,9,1.31,PROD-2025887773
2628,475,6,3,4488,71,1.58,PROD-2025938532
2629,694,9,3,9778,128,1.31,PROD-2023173473
2630,203,21,5,2970,70,2.36,PROD-2025778499
2631,227,18,2,3168,49,1.55,PROD-2025576693
2632,36,2,3,2951,31,1.05,PROD-2025949907
2633,300,7,2,8700,229,2.63,PROD-2025455401
2634,434,18,3,8202,177,2.16,PROD-2025259238
2635,779,6,7,2312,65,2.81,PROD-2023335948
2636,508,20,4,6917,107,1.55,PROD-2025927382
2637,349,12,5,3378,52,1.54,PROD-2025989955
2638,1036,8,4,5933,153,2.58,PROD-2025816805
2639,751,13,5,1485,17,1.14,PROD-2023704900
2640,983,16,3,1629,36,2.21,PROD-2024958888
2641,340,9,1,2749,81,2.95,PROD-2024587069
2642,1005,2,6,6513,186,2.86,PROD-2023940471
2643,158,1,5,2999,77,2.57,PROD-2025147588
2644,831,19,2,795,12,1.51,PROD-2025488490
2645,997,2,1,9965,243,2.44,PROD-2024609571
2646,141,2,2,9227,217,2.35,PROD-2024513377
2647,87,22,2,6177,153,2.48,PROD-2024402002
2648,895,7,7,8939,115,1.29,PROD-2023635050
2649,681,11,6,6410,87,1.36,PROD-2025389895
2650,310,21,3,6252,156,2.5,PROD-2025708560
2651,1046,13,8,5423,159,2.93,PROD-2024576159
2652,637,18,7,1767,36,2.04,PROD-2025522068
2653,439,15,4,4096,120,2.93,PROD-2025147653
2654,927,14,4,9613,189,1.97,PROD-2024226386
2655,435,7,4,3856,115,2.98,PROD-2025580471
2656,510,1,4,6235,124,1.99,PROD-2024899861
2657,247,12,8,6176,179,2.9,PROD-2024719371
2658,781,1,3,7830,134,1.71,PROD-2025857521
2659,522,8,5,2485,41,1.65,PROD-2023622534
2660,426,11,2,5476,71,1.3,PROD-2025394316
2661,1040,1,8,4905,92,1.88,PROD-2023946252
2662,530,18,1,1938,26,1.34,PROD-2024905134
2663,419,20,1,2349,34,1.45,PROD-2023841490
2664,155,16,5,6923,135,1.95,PROD-2023481431
2665,209,17,3,4138,93,2.25,PROD-2024230725
2666,1001,19,8,3890,46,1.18,PROD-2024911422
2667,346,1,3,9459,135,1.43,PROD-2025880087
2668,979,4,4,634,17,2.68,PROD-2024196357
2669,59,12,7,3082,68,2.21,PROD-2025603739
2670,483,6,4,8618,150,1.74,PROD-2024169695
2671,835,12,5,1759,45,2.56,PROD-2023772760
2672,172,8,6,1993,31,1.56,PROD-2023289986
2673,386,22,3,1275,18,1.41,PROD-2024316291
2674,497,8,4,8400,236,2.81,PROD-2024114234
2675,1078,21,3,3022,75,2.48,PROD-2024372075
2676,412,13,2,4504,132,2.93,PROD-2024249977
2677,423,8,5,464,12,2.59,PROD-2024634829
2678,978,4,1,853,12,1.41,PROD-2025587840
2679,726,5,7,9149,134,1.46,PROD-2025102153
2680,748,3,4,746,9,1.21,PROD-2025616264
2681,745,14,3,2214,55,2.48,PROD-2025358741
2682,691,15,3,7717,109,1.41,PROD-2024108791
2683,1058,1,3,564,16,2.84,PROD-2025462269
2684,388,14,2,7841,183,2.33,PROD-2025885522
2685,997,6,7,9344,219,2.34,PROD-2024896985
2686,67,22,5,2066,38,1.84,PROD-2024901069
2687,987,7,1,5812,157,2.7,PROD-2025470861
2688,861,1,2,5257,55,1.05,PROD-2024246830
2689,248,14,5,6014,65,1.08,PROD-2024672799
2690,13,15,4,4041,103,2.55,PROD-2025400189
2691,1078,5,8,2318,30,1.29,PROD-2023492119
2692,609,11,8,1171,13,1.11,PROD-2025926822
2693,46,12,4,4061,86,2.12,PROD-2025877603
2694,407,13,2,9238,151,1.63,PROD-2025665478
2695,525,18,3,1118,18,1.61,PROD-2023934691
2696,71,15,4,6716,196,2.92,PROD-2025413737
2697,895,7,7,4702,58,1.23,PROD-2024307578
2698,250,22,7,6237,112,1.8,PROD-2025619801
2699,395,9,6,9188,176,1.92,PROD-2024877368
2700,867,22,8,612,10,1.63,PROD-2025597951
2701,558,8,8,6898,141,2.04,PROD-2025861527
2702,403,12,8,4566,78,1.71,PROD-2024713340
2703,31,13,5,2343,34,1.45,PROD-2023314249
2704,73,2,6,1175,14,1.19,PROD-2025616658
2705,1001,21,6,3234,56,1.73,PROD-2024401701
2706,529,12,4,4154,44,1.06,PROD-2025850358
2707,825,22,8,8690,158,1.82,PROD-2025728543
2708,123,13,2,4701,134,2.85,PROD-2024658631
2709,289,16,5,9213,148,1.61,PROD-2024674729
2710,330,3,2,6300,141,2.24,PROD-2025521967
2711,783,21,6,1979,44,2.22,PROD-2024720512
2712,617,21,1,413,9,2.18,PROD-2025593933
2713,281,22,3,7625,182,2.39,PROD-2025911523
2714,463,6,3,7537,131,1.74,PROD-2024169188
2715,941,6,5,3224,94,2.92,PROD-2025542198
2716,71,15,4,2313,58,2.51,PROD-2024807498
2717,504,20,6,4732,128,2.7,PROD-2024859344
2718,466,18,8,1734,26,1.5,PROD-2024794313
2719,714,2,7,3411,38,1.11,PROD-2025854831
2720,1003,7,7,4322,71,1.64,PROD-2023318156
2721,152,5,3,3509,70,1.99,PROD-2024357656
2722,814,8,6,6130,129,2.1,PROD-2023973981
2723,342,12,8,5203,80,1.54,PROD-2023646233
2724,834,2,1,5996,166,2.77,PROD-2023773944
2725,781,5,4,6809,116,1.7,PROD-2024727791
2726,852,1,1,8304,101,1.22,PROD-2025807482
2727,283,11,7,9753,119,1.22,PROD-2025433325
2728,553,22,3,2459,38,1.55,PROD-2023865612
2729,635,11,8,2694,50,1.86,PROD-2023175842
2730,265,10,1,1957,23,1.18,PROD-2024396010
2731,1053,9,6,5913,159,2.69,PROD-2024986074
2732,175,13,6,6235,172,2.76,PROD-2025950648
2733,129,8,5,840,16,1.9,PROD-2023363507
2734,529,22,4,4862,122,2.51,PROD-2023546083
2735,883,12,5,3877,105,2.71,PROD-2025862500
2736,1070,6,2,2046,31,1.52,PROD-2023396805
2737,1067,5,8,9537,261,2.74,PROD-2025923402
2738,647,14,8,7217,181,2.51,PROD-2023873810
2739,792,19,1,4297,103,2.4,PROD-2024556162
2740,898,20,7,3586,55,1.53,PROD-2025368850
2741,249,17,3,1836,18,0.98,PROD-2024586660
2742,467,4,4,7621,187,2.45,PROD-2023293277
2743,1076,15,8,6765,149,2.2,PROD-2023909972
2744,985,18,1,8154,109,1.34,PROD-2023984308
2745,208,13,2,7937,131,1.65,PROD-2023301359
2746,1034,6,7,2429,54,2.22,PROD-2025411535
2747,150,20,2,3928,84,2.14,PROD-2023128333
2748,225,3,5,9255,159,1.72,PROD-2024418741
2749,282,13,8,1843,50,2.71,PROD-2023171729
2750,187,21,2,7294,202,2.77,PROD-2024331119
2751,829,11,3,4012,64,1.6,PROD-2024828417
2752,313,2,6,9823,292,2.97,PROD-2025708047
2753,408,4,5,6842,167,2.44,PROD-2024733742
2754,49,8,4,5580,87,1.56,PROD-2025174964
2755,1077,16,7,5009,81,1.62,PROD-2023182946
2756,428,13,3,7053,128,1.81,PROD-2025976864
2757,48,21,1,6274,143,2.28,PROD-2024301469
2758,118,22,3,6776,95,1.4,PROD-2025566201
2759,172,3,3,446,7,1.57,PROD-2025450947
2760,182,9,2,7869,235,2.99,PROD-2024830492
2761,753,14,5,4372,129,2.95,PROD-2025818584
2762,807,10,2,8823,149,1.69,PROD-2023334462
2763,632,8,1,1149,21,1.83,PROD-2024134631
2764,617,20,6,5806,95,1.64,PROD-2024255619
2765,1043,16,7,8063,214,2.65,PROD-2023934002
2766,352,12,8,871,21,2.41,PROD-2025627462
2767,552,16,8,5939,122,2.05,PROD-2025689542
2768,799,10,6,706,11,1.56,PROD-2025378830
2769,14,22,8,2923,80,2.74,PROD-2025495458
2770,195,3,3,7111,154,2.17,PROD-2024484017
2771,1082,1,3,6477,174,2.69,PROD-2023765293
2772,232,19,4,5698,165,2.9,PROD-2024491370
2773,747,4,3,9272,271,2.92,PROD-2025396553
2774,251,9,1,2470,71,2.87,PROD-2023967313
2775,1043,6,7,309,6,1.94,PROD-2025118369
2776,187,1,5,5103,84,1.65,PROD-2023767610
2777,95,10,3,7360,124,1.68,PROD-2023599353
2778,1023,17,4,5884,126,2.14,PROD-2025712520
2779,460,9,1,1380,13,0.94,PROD-2025979816
2780,637,22,4,2574,30,1.17,PROD-2023617020
2781,155,22,5,6940,195,2.81,PROD-2025572932
2782,933,4,2,8090,197,2.44,PROD-2025817746
2783,676,6,6,1482,38,2.56,PROD-2025579717
2784,1078,12,7,6685,143,2.14,PROD-2025314739
2785,903,18,1,8474,192,2.27,PROD-2025364062
2786,402,17,8,5506,158,2.87,PROD-2025447668
2787,1056,12,2,9954,280,2.81,PROD-2024771587
2788,457,15,2,1497,19,1.27,PROD-2025105584
2789,958,9,6,9455,151,1.6,PROD-2025378749
2790,838,15,3,8685,87,1,PROD-2025858895
2791,876,12,4,1525,25,1.64,PROD-2025654432
2792,281,3,6,7081,99,1.4,PROD-2025616768
2793,392,4,1,8868,200,2.26,PROD-2023529247
2794,49,10,1,4830,100,2.07,PROD-2024863893
2795,284,2,5,823,16,1.94,PROD-2024646056
2796,968,5,5,9538,161,1.69,PROD-2023250879
2797,375,1,6,1886,26,1.38,PROD-2024918222
2798,732,8,1,8759,219,2.5,PROD-2025793541
2799,120,14,2,5727,159,2.78,PROD-2024270291
2800,867,1,4,7537,166,2.2,PROD-2025467424
2801,701,18,4,8630,179,2.07,PROD-2023861275
2802,847,15,7,8779,222,2.53,PROD-2025390609
2803,409,20,4,458,13,2.84,PROD-2023311924
2804,362,6,7,2077,42,2.02,PROD-2023854589
2805,50,15,7,8019,151,1.88,PROD-2025609235
2806,976,5,5,8374,94,1.12,PROD-2025263057
2807,657,20,1,3913,87,2.22,PROD-2025533097
2808,29,10,5,5282,70,1.33,PROD-2025808941
2809,490,22,6,2768,49,1.77,PROD-2025183451
2810,59,9,6,6230,150,2.41,PROD-2024970336
2811,598,19,4,4757,138,2.9,PROD-2025495688
2812,498,8,5,8278,229,2.77,PROD-2024646114
2813,911,13,3,577,16,2.77,PROD-2023800786
2814,297,19,4,3244,63,1.94,PROD-2024415168
2815,700,13,6,248,6,2.42,PROD-2024680986
2816,401,11,1,5422,102,1.88,PROD-2024825620
2817,1005,16,2,9836,246,2.5,PROD-2024305602
2818,244,14,7,8707,229,2.63,PROD-2023264571
2819,814,17,7,5078,97,1.91,PROD-2024495004
2820,92,8,4,2773,30,1.08,PROD-2024786707
2821,119,11,1,5593,146,2.61,PROD-2025530934
2822,957,14,8,8874,228,2.57,PROD-2023722089
2823,537,5,7,2347,46,1.96,PROD-2023101028
2824,76,7,1,6282,152,2.42,PROD-2025238606
2825,895,3,3,1819,29,1.59,PROD-2024924523
2826,579,17,8,4672,138,2.95,PROD-2024636587
2827,363,5,8,8877,199,2.24,PROD-2025843284
2828,293,1,3,8114,97,1.2,PROD-2023766425
2829,740,20,2,4720,128,2.71,PROD-2024658442
2830,1023,7,3,8228,156,1.9,PROD-2024647869
2831,494,12,7,3215,73,2.27,PROD-2023902502
2832,889,6,2,5814,145,2.49,PROD-2025823854
2833,371,18,7,4075,41,1.01,PROD-2025451075
2834,895,16,7,3558,65,1.83,PROD-2025696678
2835,440,22,1,9479,113,1.19,PROD-2025918058
2836,129,15,1,6968,144,2.07,PROD-2025391883
2837,205,20,7,7491,194,2.59,PROD-2024321275
2838,506,1,7,8697,170,1.95,PROD-2025612746
2839,22,19,6,6494,163,2.51,PROD-2025512494
2840,450,1,7,4681,123,2.63,PROD-2023937688
2841,524,11,7,9988,127,1.27,PROD-2025168816
2842,911,5,8,6919,187,2.7,PROD-2024785905
2843,794,10,6,8050,82,1.02,PROD-2024118897
2844,106,11,3,2330,55,2.36,PROD-2025535011
2845,162,17,2,1039,19,1.83,PROD-2025920380
2846,46,6,7,4800,77,1.6,PROD-2023195614
2847,370,8,2,5214,101,1.94,PROD-2025625850
2848,346,5,8,3280,44,1.34,PROD-2023386870
2849,919,12,4,9604,143,1.49,PROD-2025368718
2850,613,6,3,9495,163,1.72,PROD-2024488274
2851,726,14,6,4120,104,2.52,PROD-2025760584
2852,622,9,7,9102,126,1.38,PROD-2025276717
2853,934,8,3,7634,91,1.19,PROD-2023355546
2854,559,5,3,693,14,2.02,PROD-2025359070
2855,526,17,4,8451,165,1.95,PROD-2023651686
2856,482,16,5,1928,19,0.99,PROD-2025392167
2857,520,6,6,4743,69,1.45,PROD-2023558115
2858,404,16,7,1917,55,2.87,PROD-2024136189
2859,686,4,1,9823,193,1.96,PROD-2025983798
2860,590,20,2,6302,137,2.17,PROD-2024618120
2861,233,4,7,8014,93,1.16,PROD-2024226907
2862,689,11,7,5836,163,2.79,PROD-2025459151
2863,997,3,7,4107,96,2.34,PROD-2024800293
2864,356,22,7,4392,45,1.02,PROD-2023370846
2865,234,12,7,1960,30,1.53,PROD-2025861136
2866,517,12,2,4206,63,1.5,PROD-2023358344
2867,430,15,6,956,11,1.15,PROD-2025566531
2868,1079,13,6,1449,26,1.79,PROD-2025704698
2869,678,5,5,3591,80,2.23,PROD-2025592893
2870,102,13,2,7003,89,1.27,PROD-2023860553
2871,916,19,7,9171,242,2.64,PROD-2024731306
2872,1004,14,7,8800,260,2.95,PROD-2025462584
2873,428,16,7,3310,79,2.39,PROD-2025188009
2874,334,2,8,5511,94,1.71,PROD-2025940465
2875,79,13,4,4013,79,1.97,PROD-2024719340
2876,1059,18,1,3992,70,1.75,PROD-2025281995
2877,572,15,7,5345,125,2.34,PROD-2024826026
2878,450,22,7,7719,178,2.31,PROD-2025649168
2879,815,2,6,7166,105,1.47,PROD-2024187398
2880,940,22,3,9945,159,1.6,PROD-2025837268
2881,143,7,6,8282,188,2.27,PROD-2025179686
2882,348,22,6,6789,160,2.36,PROD-2024309439
2883,290,15,5,619,11,1.78,PROD-2025339791
2884,899,20,7,1706,42,2.46,PROD-2025157102
2885,1008,13,8,9482,138,1.46,PROD-2024681458
2886,499,16,1,424,10,2.36,PROD-2024585241
2887,907,18,7,5857,105,1.79,PROD-2024840304
2888,154,2,6,7123,175,2.46,PROD-2023657124
2889,344,15,2,6780,153,2.26,PROD-2025974090
2890,75,22,1,1597,21,1.31,PROD-2024189301
2891,1057,21,8,8612,257,2.98,PROD-2024367540
2892,334,8,8,1430,41,2.87,PROD-2025189640
2893,570,21,8,5784,66,1.14,PROD-2023213735
2894,803,4,6,9907,227,2.29,PROD-2023901923
2895,464,18,1,4903,118,2.41,PROD-2025168669
2896,886,21,3,9871,292,2.96,PROD-2023480070
2897,315,19,3,6380,117,1.83,PROD-2024805057
2898,4,16,4,827,12,1.45,PROD-2023668964
2899,926,7,5,3275,57,1.74,PROD-2024647304
2900,18,15,4,2565,49,1.91,PROD-2025347600
2901,209,14,1,2816,43,1.53,PROD-2025569080
2902,826,15,2,3561,37,1.04,PROD-2024469966
2903,771,18,7,7961,196,2.46,PROD-2025826267
2904,129,17,3,4749,98,2.06,PROD-2024522566
2905,801,16,6,6618,83,1.25,PROD-2025393310
2906,887,9,2,6923,176,2.54,PROD-2025523785
2907,737,1,3,4602,77,1.67,PROD-2025549804
2908,746,14,6,5894,110,1.87,PROD-2025322538
2909,1083,17,7,6275,83,1.32,PROD-2025549752
2910,916,6,6,2873,64,2.23,PROD-2025783202
2911,748,3,3,3931,93,2.37,PROD-2025215711
2912,1006,22,4,4092,59,1.44,PROD-2023651142
2913,538,12,4,5257,128,2.43,PROD-2025872188
2914,627,6,4,2336,36,1.54,PROD-2023334230
2915,119,4,5,9326,244,2.62,PROD-2023341883
2916,683,20,7,6014,164,2.73,PROD-2024974618
2917,971,12,8,1508,23,1.53,PROD-2025633413
2918,141,4,5,1639,21,1.28,PROD-2025574285
2919,115,1,3,2443,58,2.37,PROD-2024626061
2920,697,8,8,1002,10,1,PROD-2025750519
2921,578,6,8,1196,22,1.84,PROD-2024737360
2922,11,1,2,5315,97,1.83,PROD-2023831066
2923,248,5,7,1873,23,1.23,PROD-2024415085
2924,463,12,6,8351,111,1.33,PROD-2025646632
2925,47,16,3,5492,129,2.35,PROD-2024230072
2926,801,12,7,2192,37,1.69,PROD-2025298594
2927,953,2,7,7238,165,2.28,PROD-2025876024
2928,964,14,5,9280,249,2.68,PROD-2025887713
2929,606,21,1,8500,120,1.41,PROD-2024597627
2930,1090,19,7,2079,47,2.26,PROD-2024301207
2931,751,14,6,5831,173,2.97,PROD-2024409916
2932,556,14,6,9290,120,1.29,PROD-2024665914
2933,375,8,4,6933,110,1.59,PROD-2025443659
2934,190,13,7,6792,186,2.74,PROD-2023283456
2935,947,2,2,1976,38,1.92,PROD-2024571700
2936,512,15,2,2988,83,2.78,PROD-2024711695
2937,511,2,5,5845,59,1.01,PROD-2024885188
2938,324,6,3,7234,162,2.24,PROD-2023875937
2939,301,8,8,7818,219,2.8,PROD-2025481138
2940,671,12,3,289,5,1.73,PROD-2023238915
2941,560,5,3,6730,79,1.17,PROD-2025634092
2942,974,4,5,6021,151,2.51,PROD-2025192183
2943,922,5,7,6724,192,2.86,PROD-2025892178
2944,132,18,1,3876,49,1.26,PROD-2024478313
2945,836,20,3,4544,62,1.36,PROD-2023279179
2946,1032,15,3,3289,64,1.95,PROD-2025967738
2947,57,21,3,5370,83,1.55,PROD-2024909117
2948,591,6,6,8166,188,2.3,PROD-2024332113
2949,341,11,6,1933,26,1.35,PROD-2023933408
2950,132,21,1,8040,205,2.55,PROD-2024640652
2951,476,22,3,7639,139,1.82,PROD-2025716475
2952,503,19,6,5044,132,2.62,PROD-2025637585
2953,4,19,2,985,19,1.93,PROD-2025395380
2954,293,9,6,4884,130,2.66,PROD-2023597127
2955,698,3,7,9753,256,2.62,PROD-2025615253
2956,501,9,1,5021,100,1.99,PROD-2025706192
2957,184,14,7,6869,179,2.61,PROD-2025775155
2958,20,2,8,1794,42,2.34,PROD-2023406944
2959,838,1,3,2336,68,2.91,PROD-2024924825
2960,42,22,3,4494,73,1.62,PROD-2024970189
2961,967,1,1,2138,45,2.1,PROD-2025160615
2962,993,17,3,7543,210,2.78,PROD-2024889439
2963,1037,17,1,3028,39,1.29,PROD-2025777680
2964,176,22,6,6659,188,2.82,PROD-2025346235
2965,1089,2,1,9805,267,2.72,PROD-2025702486
2966,1061,18,8,9946,197,1.98,PROD-2024139468
2967,347,10,2,438,9,2.05,PROD-2024261695
2968,703,3,2,2720,76,2.79,PROD-2023109697
2969,533,19,6,5849,99,1.69,PROD-2024510473
