sales_id,date_key,product_id,customer_id,quantity_sold,unit_price,unit_cost,discount_pct,discount_amount,gross_revenue,net_revenue,total_cost,profit,profit_margin_pct,order_number
4877,316,2,11,6,150,100,5,7.5,900,892.5,600,292.5,32.773109243697476,ORD-4876
4878,343,4,33,19,250,170,5,12.5,4750,4737.5,3230,1507.5,31.820580474934033,ORD-4877
4879,145,1,15,7,120,80,0,0.0,840,840.0,560,280.0,33.33333333333333,ORD-4878
4880,65,3,48,15,220,150,5,11.0,3300,3289.0,2250,1039.0,31.590148981453332,ORD-4879
4881,247,5,42,6,130,90,5,6.5,780,773.5,540,233.5,30.187459599224304,ORD-4880
4882,223,2,10,18,150,100,5,7.5,2700,2692.5,1800,892.5,33.147632311977716,ORD-4881
4883,313,3,3,10,220,150,5,11.0,2200,2189.0,1500,689.0,31.475559616263133,ORD-4882
4884,106,5,11,4,130,90,10,13.0,520,507.0,360,147.0,28.994082840236686,ORD-4883
4885,181,1,11,5,120,80,5,6.0,600,594.0,400,194.0,32.659932659932664,ORD-4884
4886,184,1,16,18,120,80,0,0.0,2160,2160.0,1440,720.0,33.33333333333333,ORD-4885
4887,226,2,38,10,150,100,5,7.5,1500,1492.5,1000,492.5,32.99832495812395,ORD-4886
4888,265,5,30,10,130,90,10,13.0,1300,1287.0,900,387.0,30.069930069930066,ORD-4887
4889,278,4,41,10,250,170,5,12.5,2500,2487.5,1700,787.5,31.65829145728643,ORD-4888
4890,89,1,1,7,120,80,0,0.0,840,840.0,560,280.0,33.33333333333333,ORD-4889
4891,176,4,60,14,250,170,10,25.0,3500,3475.0,2380,1095.0,31.510791366906478,ORD-4890
4892,18,4,38,8,250,170,5,12.5,2000,1987.5,1360,627.5,31.572327044025155,ORD-4891
4893,106,3,50,9,220,150,0,0.0,1980,1980.0,1350,630.0,31.818181818181817,ORD-4892
4894,271,3,57,5,220,150,0,0.0,1100,1100.0,750,350.0,31.818181818181817,ORD-4893
4895,319,1,45,8,120,80,0,0.0,960,960.0,640,320.0,33.33333333333333,ORD-4894
4896,167,4,34,5,250,170,5,12.5,1250,1237.5,850,387.5,31.313131313131315,ORD-4895
4897,13,3,60,18,220,150,10,22.0,3960,3938.0,2700,1238.0,31.437277805992892,ORD-4896
4898,337,5,19,4,130,90,5,6.5,520,513.5,360,153.5,29.892891918208374,ORD-4897
4899,32,5,60,11,130,90,10,13.0,1430,1417.0,990,427.0,30.134086097388852,ORD-4898
4900,40,5,34,11,130,90,10,13.0,1430,1417.0,990,427.0,30.134086097388852,ORD-4899
4901,148,5,59,14,130,90,0,0.0,1820,1820.0,1260,560.0,30.76923076923077,ORD-4900
4902,218,4,36,13,250,170,0,0.0,3250,3250.0,2210,1040.0,32.0,ORD-4901
4903,219,5,4,4,130,90,0,0.0,520,520.0,360,160.0,30.76923076923077,ORD-4902
4904,82,4,10,16,250,170,5,12.5,4000,3987.5,2720,1267.5,31.786833855799372,ORD-4903
4905,333,1,17,6,120,80,10,12.0,720,708.0,480,228.0,32.20338983050847,ORD-4904
4906,208,1,56,13,120,80,0,0.0,1560,1560.0,1040,520.0,33.33333333333333,ORD-4905
4907,201,5,16,5,130,90,5,6.5,650,643.5,450,193.5,30.069930069930066,ORD-4906
4908,332,5,21,19,130,90,10,13.0,2470,2457.0,1710,747.0,30.4029304029304,ORD-4907
4909,38,5,28,10,130,90,10,13.0,1300,1287.0,900,387.0,30.069930069930066,ORD-4908
4910,211,1,8,5,120,80,5,6.0,600,594.0,400,194.0,32.659932659932664,ORD-4909
4911,327,3,29,14,220,150,10,22.0,3080,3058.0,2100,958.0,31.32766514061478,ORD-4910
4912,249,1,6,4,120,80,5,6.0,480,474.0,320,154.0,32.48945147679325,ORD-4911
4913,227,5,30,6,130,90,0,0.0,780,780.0,540,240.0,30.76923076923077,ORD-4912
4914,48,3,2,5,220,150,10,22.0,1100,1078.0,750,328.0,30.426716141001855,ORD-4913
4915,18,3,55,2,220,150,5,11.0,440,429.0,300,129.0,30.069930069930066,ORD-4914
4916,295,2,58,6,150,100,0,0.0,900,900.0,600,300.0,33.33333333333333,ORD-4915
4917,196,4,47,2,250,170,0,0.0,500,500.0,340,160.0,32.0,ORD-4916
4918,187,5,31,12,130,90,0,0.0,1560,1560.0,1080,480.0,30.76923076923077,ORD-4917
4919,345,4,25,4,250,170,10,25.0,1000,975.0,680,295.0,30.256410256410255,ORD-4918
4920,224,2,23,13,150,100,0,0.0,1950,1950.0,1300,650.0,33.33333333333333,ORD-4919
4921,318,4,43,17,250,170,0,0.0,4250,4250.0,2890,1360.0,32.0,ORD-4920
4922,337,5,21,6,130,90,0,0.0,780,780.0,540,240.0,30.76923076923077,ORD-4921
4923,229,2,16,3,150,100,5,7.5,450,442.5,300,142.5,32.20338983050847,ORD-4922
4924,77,4,4,13,250,170,10,25.0,3250,3225.0,2210,1015.0,31.472868217054263,ORD-4923
4925,188,1,43,3,120,80,0,0.0,360,360.0,240,120.0,33.33333333333333,ORD-4924
4926,346,3,46,9,220,150,10,22.0,1980,1958.0,1350,608.0,31.05209397344229,ORD-4925
4927,270,2,8,4,150,100,0,0.0,600,600.0,400,200.0,33.33333333333333,ORD-4926
4928,95,1,6,2,120,80,5,6.0,240,234.0,160,74.0,31.62393162393162,ORD-4927
4929,310,5,53,5,130,90,0,0.0,650,650.0,450,200.0,30.76923076923077,ORD-4928
4930,132,3,55,8,220,150,10,22.0,1760,1738.0,1200,538.0,30.95512082853855,ORD-4929
4931,39,2,27,2,150,100,0,0.0,300,300.0,200,100.0,33.33333333333333,ORD-4930
4932,72,3,51,5,220,150,10,22.0,1100,1078.0,750,328.0,30.426716141001855,ORD-4931
4933,281,2,57,6,150,100,10,15.0,900,885.0,600,285.0,32.20338983050847,ORD-4932
4934,333,2,36,7,150,100,5,7.5,1050,1042.5,700,342.5,32.853717026378895,ORD-4933
4935,160,4,60,13,250,170,0,0.0,3250,3250.0,2210,1040.0,32.0,ORD-4934
4936,187,3,36,9,220,150,10,22.0,1980,1958.0,1350,608.0,31.05209397344229,ORD-4935
4937,191,3,24,7,220,150,5,11.0,1540,1529.0,1050,479.0,31.32766514061478,ORD-4936
4938,120,1,6,4,120,80,10,12.0,480,468.0,320,148.0,31.62393162393162,ORD-4937
4939,220,5,43,5,130,90,5,6.5,650,643.5,450,193.5,30.069930069930066,ORD-4938
4940,53,1,33,3,120,80,0,0.0,360,360.0,240,120.0,33.33333333333333,ORD-4939
4941,222,4,2,17,250,170,0,0.0,4250,4250.0,2890,1360.0,32.0,ORD-4940
4942,131,2,41,19,150,100,0,0.0,2850,2850.0,1900,950.0,33.33333333333333,ORD-4941
4943,237,4,16,13,250,170,0,0.0,3250,3250.0,2210,1040.0,32.0,ORD-4942
4944,246,4,38,1,250,170,0,0.0,250,250.0,170,80.0,32.0,ORD-4943
4945,226,1,55,5,120,80,0,0.0,600,600.0,400,200.0,33.33333333333333,ORD-4944
4946,208,2,59,9,150,100,10,15.0,1350,1335.0,900,435.0,32.58426966292135,ORD-4945
4947,96,5,9,4,130,90,10,13.0,520,507.0,360,147.0,28.994082840236686,ORD-4946
4948,200,4,51,10,250,170,5,12.5,2500,2487.5,1700,787.5,31.65829145728643,ORD-4947
4949,247,5,5,14,130,90,0,0.0,1820,1820.0,1260,560.0,30.76923076923077,ORD-4948
4950,72,2,53,10,150,100,0,0.0,1500,1500.0,1000,500.0,33.33333333333333,ORD-4949
4951,318,2,10,1,150,100,10,15.0,150,135.0,100,35.0,25.925925925925924,ORD-4950
4952,185,1,30,19,120,80,5,6.0,2280,2274.0,1520,754.0,33.15743183817062,ORD-4951
4953,6,3,7,17,220,150,5,11.0,3740,3729.0,2550,1179.0,31.61705551086082,ORD-4952
4954,206,1,29,15,120,80,5,6.0,1800,1794.0,1200,594.0,33.11036789297659,ORD-4953
4955,32,5,2,6,130,90,0,0.0,780,780.0,540,240.0,30.76923076923077,ORD-4954
4956,99,1,20,7,120,80,0,0.0,840,840.0,560,280.0,33.33333333333333,ORD-4955
4957,256,2,59,1,150,100,5,7.5,150,142.5,100,42.5,29.82456140350877,ORD-4956
4958,187,4,4,5,250,170,0,0.0,1250,1250.0,850,400.0,32.0,ORD-4957
4959,76,3,28,7,220,150,0,0.0,1540,1540.0,1050,490.0,31.818181818181817,ORD-4958
4960,177,2,8,2,150,100,0,0.0,300,300.0,200,100.0,33.33333333333333,ORD-4959
4961,315,4,58,3,250,170,0,0.0,750,750.0,510,240.0,32.0,ORD-4960
4962,287,5,35,2,130,90,5,6.5,260,253.5,180,73.5,28.994082840236686,ORD-4961
4963,349,5,2,16,130,90,5,6.5,2080,2073.5,1440,633.5,30.55220641427538,ORD-4962
4964,255,5,41,17,130,90,10,13.0,2210,2197.0,1530,667.0,30.35958124715521,ORD-4963
4965,325,1,28,12,120,80,0,0.0,1440,1440.0,960,480.0,33.33333333333333,ORD-4964
4966,190,5,11,5,130,90,0,0.0,650,650.0,450,200.0,30.76923076923077,ORD-4965
4967,308,5,36,4,130,90,0,0.0,520,520.0,360,160.0,30.76923076923077,ORD-4966
4968,345,1,9,16,120,80,10,12.0,1920,1908.0,1280,628.0,32.914046121593294,ORD-4967
4969,127,4,38,18,250,170,10,25.0,4500,4475.0,3060,1415.0,31.620111731843576,ORD-4968
4970,287,2,1,13,150,100,10,15.0,1950,1935.0,1300,635.0,32.81653746770026,ORD-4969
4971,254,3,27,9,220,150,10,22.0,1980,1958.0,1350,608.0,31.05209397344229,ORD-4970
4972,213,5,3,16,130,90,0,0.0,2080,2080.0,1440,640.0,30.76923076923077,ORD-4971
4973,250,5,39,3,130,90,0,0.0,390,390.0,270,120.0,30.76923076923077,ORD-4972
4974,84,5,9,17,130,90,0,0.0,2210,2210.0,1530,680.0,30.76923076923077,ORD-4973
4975,13,1,40,10,120,80,10,12.0,1200,1188.0,800,388.0,32.659932659932664,ORD-4974
4976,45,1,28,4,120,80,5,6.0,480,474.0,320,154.0,32.48945147679325,ORD-4975
4977,127,1,21,1,120,80,5,6.0,120,114.0,80,34.0,29.82456140350877,ORD-4976
4978,114,3,28,16,220,150,0,0.0,3520,3520.0,2400,1120.0,31.818181818181817,ORD-4977
4979,276,2,45,11,150,100,5,7.5,1650,1642.5,1100,542.5,33.02891933028919,ORD-4978
4980,205,5,24,19,130,90,10,13.0,2470,2457.0,1710,747.0,30.4029304029304,ORD-4979
4981,337,4,18,8,250,170,10,25.0,2000,1975.0,1360,615.0,31.139240506329113,ORD-4980
4982,273,5,51,5,130,90,0,0.0,650,650.0,450,200.0,30.76923076923077,ORD-4981
4983,58,5,56,8,130,90,5,6.5,1040,1033.5,720,313.5,30.333817126269956,ORD-4982
4984,328,5,9,18,130,90,0,0.0,2340,2340.0,1620,720.0,30.76923076923077,ORD-4983
4985,219,5,26,15,130,90,10,13.0,1950,1937.0,1350,587.0,30.304594734124933,ORD-4984
4986,109,2,24,18,150,100,5,7.5,2700,2692.5,1800,892.5,33.147632311977716,ORD-4985
4987,279,4,52,13,250,170,10,25.0,3250,3225.0,2210,1015.0,31.472868217054263,ORD-4986
4988,174,1,6,15,120,80,5,6.0,1800,1794.0,1200,594.0,33.11036789297659,ORD-4987
4989,328,4,59,13,250,170,0,0.0,3250,3250.0,2210,1040.0,32.0,ORD-4988
4990,264,5,53,3,130,90,10,13.0,390,377.0,270,107.0,28.381962864721483,ORD-4989
4991,315,4,12,12,250,170,0,0.0,3000,3000.0,2040,960.0,32.0,ORD-4990
4992,111,5,36,12,130,90,10,13.0,1560,1547.0,1080,467.0,30.187459599224304,ORD-4991
4993,187,4,9,10,250,170,5,12.5,2500,2487.5,1700,787.5,31.65829145728643,ORD-4992
4994,269,3,10,1,220,150,5,11.0,220,209.0,150,59.0,28.22966507177033,ORD-4993
4995,229,4,3,6,250,170,10,25.0,1500,1475.0,1020,455.0,30.847457627118647,ORD-4994
4996,156,1,49,19,120,80,10,12.0,2280,2268.0,1520,748.0,32.98059964726631,ORD-4995
4997,189,1,29,13,120,80,10,12.0,1560,1548.0,1040,508.0,32.81653746770026,ORD-4996
4998,272,4,7,1,250,170,5,12.5,250,237.5,170,67.5,28.421052631578945,ORD-4997
4999,2,4,26,19,250,170,0,0.0,4750,4750.0,3230,1520.0,32.0,ORD-4998
5000,246,2,8,6,150,100,0,0.0,900,900.0,600,300.0,33.33333333333333,ORD-4999
5001,210,4,43,1,250,170,10,25.0,250,225.0,170,55.0,24.444444444444443,ORD-5000
5002,286,1,13,17,120,80,0,0.0,2040,2040.0,1360,680.0,33.33333333333333,ORD-5001
5003,359,3,35,17,220,150,0,0.0,3740,3740.0,2550,1190.0,31.818181818181817,ORD-5002
5004,13,1,19,11,120,80,0,0.0,1320,1320.0,880,440.0,33.33333333333333,ORD-5003
5005,96,2,46,12,150,100,0,0.0,1800,1800.0,1200,600.0,33.33333333333333,ORD-5004
5006,221,4,22,13,250,170,5,12.5,3250,3237.5,2210,1027.5,31.73745173745174,ORD-5005
5007,238,3,16,18,220,150,5,11.0,3960,3949.0,2700,1249.0,31.62826031906812,ORD-5006
5008,94,1,15,1,120,80,5,6.0,120,114.0,80,34.0,29.82456140350877,ORD-5007
5009,338,3,2,3,220,150,10,22.0,660,638.0,450,188.0,29.46708463949843,ORD-5008
5010,269,5,38,17,130,90,10,13.0,2210,2197.0,1530,667.0,30.35958124715521,ORD-5009
5011,171,1,21,7,120,80,5,6.0,840,834.0,560,274.0,32.853717026378895,ORD-5010
5012,94,5,30,17,130,90,0,0.0,2210,2210.0,1530,680.0,30.76923076923077,ORD-5011
5013,149,3,7,16,220,150,5,11.0,3520,3509.0,2400,1109.0,31.604445711028784,ORD-5012
5014,112,4,31,12,250,170,0,0.0,3000,3000.0,2040,960.0,32.0,ORD-5013
5015,55,4,41,8,250,170,0,0.0,2000,2000.0,1360,640.0,32.0,ORD-5014
5016,337,4,41,11,250,170,5,12.5,2750,2737.5,1870,867.5,31.689497716894977,ORD-5015
5017,116,5,49,3,130,90,10,13.0,390,377.0,270,107.0,28.381962864721483,ORD-5016
5018,143,4,55,12,250,170,0,0.0,3000,3000.0,2040,960.0,32.0,ORD-5017
5019,201,2,35,4,150,100,0,0.0,600,600.0,400,200.0,33.33333333333333,ORD-5018
5020,180,1,4,9,120,80,5,6.0,1080,1074.0,720,354.0,32.960893854748605,ORD-5019
5021,202,1,34,17,120,80,0,0.0,2040,2040.0,1360,680.0,33.33333333333333,ORD-5020
5022,364,3,1,16,220,150,0,0.0,3520,3520.0,2400,1120.0,31.818181818181817,ORD-5021
5023,53,5,10,12,130,90,5,6.5,1560,1553.5,1080,473.5,30.47956227872546,ORD-5022
5024,180,1,30,15,120,80,0,0.0,1800,1800.0,1200,600.0,33.33333333333333,ORD-5023
5025,313,5,32,15,130,90,10,13.0,1950,1937.0,1350,587.0,30.304594734124933,ORD-5024
5026,308,3,3,1,220,150,10,22.0,220,198.0,150,48.0,24.242424242424242,ORD-5025
5027,137,4,10,3,250,170,10,25.0,750,725.0,510,215.0,29.655172413793103,ORD-5026
5028,182,3,9,2,220,150,5,11.0,440,429.0,300,129.0,30.069930069930066,ORD-5027
5029,1,2,17,17,150,100,5,7.5,2550,2542.5,1700,842.5,33.136676499508354,ORD-5028
5030,44,4,47,12,250,170,10,25.0,3000,2975.0,2040,935.0,31.428571428571427,ORD-5029
5031,227,4,3,5,250,170,5,12.5,1250,1237.5,850,387.5,31.313131313131315,ORD-5030
5032,331,4,27,11,250,170,5,12.5,2750,2737.5,1870,867.5,31.689497716894977,ORD-5031
5033,98,3,53,19,220,150,5,11.0,4180,4169.0,2850,1319.0,31.63828256176541,ORD-5032
5034,208,2,35,15,150,100,10,15.0,2250,2235.0,1500,735.0,32.88590604026846,ORD-5033
5035,265,5,4,7,130,90,5,6.5,910,903.5,630,273.5,30.271167681239625,ORD-5034
5036,288,3,4,8,220,150,5,11.0,1760,1749.0,1200,549.0,31.3893653516295,ORD-5035
5037,271,1,49,10,120,80,10,12.0,1200,1188.0,800,388.0,32.659932659932664,ORD-5036
5038,140,1,32,6,120,80,10,12.0,720,708.0,480,228.0,32.20338983050847,ORD-5037
5039,237,3,38,15,220,150,5,11.0,3300,3289.0,2250,1039.0,31.590148981453332,ORD-5038
5040,72,5,11,10,130,90,5,6.5,1300,1293.5,900,393.5,30.421337456513335,ORD-5039
5041,155,1,44,17,120,80,0,0.0,2040,2040.0,1360,680.0,33.33333333333333,ORD-5040
5042,190,5,55,6,130,90,10,13.0,780,767.0,540,227.0,29.595827900912646,ORD-5041
5043,268,4,60,19,250,170,0,0.0,4750,4750.0,3230,1520.0,32.0,ORD-5042
5044,321,3,39,6,220,150,0,0.0,1320,1320.0,900,420.0,31.818181818181817,ORD-5043
5045,107,4,45,14,250,170,0,0.0,3500,3500.0,2380,1120.0,32.0,ORD-5044
5046,232,1,6,13,120,80,0,0.0,1560,1560.0,1040,520.0,33.33333333333333,ORD-5045
5047,42,5,55,13,130,90,10,13.0,1690,1677.0,1170,507.0,30.23255813953488,ORD-5046
5048,190,4,35,9,250,170,10,25.0,2250,2225.0,1530,695.0,31.235955056179776,ORD-5047
5049,139,1,53,9,120,80,10,12.0,1080,1068.0,720,348.0,32.58426966292135,ORD-5048
5050,103,2,46,8,150,100,0,0.0,1200,1200.0,800,400.0,33.33333333333333,ORD-5049
5051,171,4,32,10,250,170,10,25.0,2500,2475.0,1700,775.0,31.313131313131315,ORD-5050
5052,351,2,46,4,150,100,10,15.0,600,585.0,400,185.0,31.62393162393162,ORD-5051
5053,273,2,23,3,150,100,10,15.0,450,435.0,300,135.0,31.03448275862069,ORD-5052
5054,221,1,42,13,120,80,5,6.0,1560,1554.0,1040,514.0,33.07593307593308,ORD-5053
5055,213,3,37,8,220,150,0,0.0,1760,1760.0,1200,560.0,31.818181818181817,ORD-5054
5056,341,5,26,9,130,90,10,13.0,1170,1157.0,810,347.0,29.99135695764909,ORD-5055
5057,56,1,34,14,120,80,10,12.0,1680,1668.0,1120,548.0,32.853717026378895,ORD-5056
5058,342,4,38,1,250,170,0,0.0,250,250.0,170,80.0,32.0,ORD-5057
5059,102,5,55,14,130,90,0,0.0,1820,1820.0,1260,560.0,30.76923076923077,ORD-5058
5060,192,3,11,12,220,150,10,22.0,2640,2618.0,1800,818.0,31.245225362872418,ORD-5059
5061,310,1,50,4,120,80,5,6.0,480,474.0,320,154.0,32.48945147679325,ORD-5060
5062,200,3,58,4,220,150,10,22.0,880,858.0,600,258.0,30.069930069930066,ORD-5061
5063,233,4,56,13,250,170,5,12.5,3250,3237.5,2210,1027.5,31.73745173745174,ORD-5062
5064,227,1,21,16,120,80,0,0.0,1920,1920.0,1280,640.0,33.33333333333333,ORD-5063
5065,139,4,43,11,250,170,0,0.0,2750,2750.0,1870,880.0,32.0,ORD-5064
5066,344,5,24,3,130,90,5,6.5,390,383.5,270,113.5,29.595827900912646,ORD-5065
5067,305,5,15,2,130,90,0,0.0,260,260.0,180,80.0,30.76923076923077,ORD-5066
5068,149,3,3,3,220,150,5,11.0,660,649.0,450,199.0,30.662557781201848,ORD-5067
5069,115,3,2,17,220,150,10,22.0,3740,3718.0,2550,1168.0,31.414739107046803,ORD-5068
5070,63,5,7,1,130,90,10,13.0,130,117.0,90,27.0,23.076923076923077,ORD-5069
5071,104,2,5,11,150,100,0,0.0,1650,1650.0,1100,550.0,33.33333333333333,ORD-5070
5072,339,5,53,16,130,90,0,0.0,2080,2080.0,1440,640.0,30.76923076923077,ORD-5071
5073,359,1,45,10,120,80,0,0.0,1200,1200.0,800,400.0,33.33333333333333,ORD-5072
5074,156,4,40,6,250,170,5,12.5,1500,1487.5,1020,467.5,31.428571428571427,ORD-5073
5075,273,5,29,2,130,90,0,0.0,260,260.0,180,80.0,30.76923076923077,ORD-5074
5076,6,5,41,7,130,90,10,13.0,910,897.0,630,267.0,29.76588628762542,ORD-5075
5077,147,4,32,17,250,170,10,25.0,4250,4225.0,2890,1335.0,31.59763313609468,ORD-5076
5078,184,4,30,8,250,170,10,25.0,2000,1975.0,1360,615.0,31.139240506329113,ORD-5077
5079,28,1,8,13,120,80,5,6.0,1560,1554.0,1040,514.0,33.07593307593308,ORD-5078
5080,38,4,32,4,250,170,10,25.0,1000,975.0,680,295.0,30.256410256410255,ORD-5079
5081,119,3,42,11,220,150,10,22.0,2420,2398.0,1650,748.0,31.19266055045872,ORD-5080
5082,293,5,2,2,130,90,0,0.0,260,260.0,180,80.0,30.76923076923077,ORD-5081
5083,244,4,10,8,250,170,10,25.0,2000,1975.0,1360,615.0,31.139240506329113,ORD-5082
5084,68,1,43,18,120,80,0,0.0,2160,2160.0,1440,720.0,33.33333333333333,ORD-5083
5085,214,4,55,8,250,170,10,25.0,2000,1975.0,1360,615.0,31.139240506329113,ORD-5084
5086,218,5,43,11,130,90,10,13.0,1430,1417.0,990,427.0,30.134086097388852,ORD-5085
5087,177,2,37,5,150,100,0,0.0,750,750.0,500,250.0,33.33333333333333,ORD-5086
5088,299,4,46,7,250,170,0,0.0,1750,1750.0,1190,560.0,32.0,ORD-5087
5089,164,3,55,4,220,150,10,22.0,880,858.0,600,258.0,30.069930069930066,ORD-5088
5090,58,5,3,10,130,90,5,6.5,1300,1293.5,900,393.5,30.421337456513335,ORD-5089
5091,269,1,52,6,120,80,5,6.0,720,714.0,480,234.0,32.773109243697476,ORD-5090
5092,308,5,23,13,130,90,0,0.0,1690,1690.0,1170,520.0,30.76923076923077,ORD-5091
5093,58,2,34,16,150,100,0,0.0,2400,2400.0,1600,800.0,33.33333333333333,ORD-5092
5094,288,1,18,2,120,80,10,12.0,240,228.0,160,68.0,29.82456140350877,ORD-5093
5095,105,2,33,15,150,100,5,7.5,2250,2242.5,1500,742.5,33.11036789297659,ORD-5094
5096,228,2,33,8,150,100,5,7.5,1200,1192.5,800,392.5,32.914046121593294,ORD-5095
5097,247,3,60,17,220,150,10,22.0,3740,3718.0,2550,1168.0,31.414739107046803,ORD-5096
5098,188,4,17,14,250,170,5,12.5,3500,3487.5,2380,1107.5,31.756272401433694,ORD-5097
5099,83,3,6,18,220,150,10,22.0,3960,3938.0,2700,1238.0,31.437277805992892,ORD-5098
5100,186,3,13,14,220,150,10,22.0,3080,3058.0,2100,958.0,31.32766514061478,ORD-5099
5101,252,3,21,4,220,150,0,0.0,880,880.0,600,280.0,31.818181818181817,ORD-5100
5102,355,1,31,1,120,80,10,12.0,120,108.0,80,28.0,25.925925925925924,ORD-5101
5103,238,4,58,6,250,170,5,12.5,1500,1487.5,1020,467.5,31.428571428571427,ORD-5102
5104,360,4,56,5,250,170,5,12.5,1250,1237.5,850,387.5,31.313131313131315,ORD-5103
5105,184,1,21,15,120,80,10,12.0,1800,1788.0,1200,588.0,32.88590604026846,ORD-5104
5106,284,3,33,16,220,150,0,0.0,3520,3520.0,2400,1120.0,31.818181818181817,ORD-5105
5107,210,3,28,8,220,150,5,11.0,1760,1749.0,1200,549.0,31.3893653516295,ORD-5106
5108,304,2,56,6,150,100,0,0.0,900,900.0,600,300.0,33.33333333333333,ORD-5107
5109,296,2,6,5,150,100,10,15.0,750,735.0,500,235.0,31.97278911564626,ORD-5108
5110,97,5,8,6,130,90,10,13.0,780,767.0,540,227.0,29.595827900912646,ORD-5109
5111,208,2,13,1,150,100,5,7.5,150,142.5,100,42.5,29.82456140350877,ORD-5110
5112,137,4,34,14,250,170,5,12.5,3500,3487.5,2380,1107.5,31.756272401433694,ORD-5111
5113,184,1,58,19,120,80,0,0.0,2280,2280.0,1520,760.0,33.33333333333333,ORD-5112
5114,76,3,40,19,220,150,10,22.0,4180,4158.0,2850,1308.0,31.457431457431458,ORD-5113
5115,287,5,22,15,130,90,0,0.0,1950,1950.0,1350,600.0,30.76923076923077,ORD-5114
5116,142,2,1,19,150,100,5,7.5,2850,2842.5,1900,942.5,33.15743183817062,ORD-5115
5117,237,5,13,6,130,90,5,6.5,780,773.5,540,233.5,30.187459599224304,ORD-5116
5118,25,1,1,5,120,80,0,0.0,600,600.0,400,200.0,33.33333333333333,ORD-5117
5119,290,1,10,16,120,80,10,12.0,1920,1908.0,1280,628.0,32.914046121593294,ORD-5118
5120,67,5,60,9,130,90,5,6.5,1170,1163.5,810,353.5,30.382466695315856,ORD-5119
5121,250,5,5,15,130,90,10,13.0,1950,1937.0,1350,587.0,30.304594734124933,ORD-5120
5122,118,5,55,8,130,90,5,6.5,1040,1033.5,720,313.5,30.333817126269956,ORD-5121
5123,73,3,20,8,220,150,10,22.0,1760,1738.0,1200,538.0,30.95512082853855,ORD-5122
5124,282,4,13,4,250,170,5,12.5,1000,987.5,680,307.5,31.139240506329113,ORD-5123
5125,360,2,58,2,150,100,10,15.0,300,285.0,200,85.0,29.82456140350877,ORD-5124
5126,10,2,37,16,150,100,10,15.0,2400,2385.0,1600,785.0,32.914046121593294,ORD-5125
5127,211,2,10,3,150,100,5,7.5,450,442.5,300,142.5,32.20338983050847,ORD-5126
5128,323,5,3,9,130,90,10,13.0,1170,1157.0,810,347.0,29.99135695764909,ORD-5127
5129,152,5,34,4,130,90,10,13.0,520,507.0,360,147.0,28.994082840236686,ORD-5128
5130,5,5,34,2,130,90,5,6.5,260,253.5,180,73.5,28.994082840236686,ORD-5129
5131,195,3,30,19,220,150,0,0.0,4180,4180.0,2850,1330.0,31.818181818181817,ORD-5130
5132,283,3,37,15,220,150,5,11.0,3300,3289.0,2250,1039.0,31.590148981453332,ORD-5131
5133,113,3,4,7,220,150,0,0.0,1540,1540.0,1050,490.0,31.818181818181817,ORD-5132
5134,271,3,34,8,220,150,5,11.0,1760,1749.0,1200,549.0,31.3893653516295,ORD-5133
5135,163,1,32,3,120,80,0,0.0,360,360.0,240,120.0,33.33333333333333,ORD-5134
5136,105,3,21,15,220,150,0,0.0,3300,3300.0,2250,1050.0,31.818181818181817,ORD-5135
5137,181,3,58,1,220,150,5,11.0,220,209.0,150,59.0,28.22966507177033,ORD-5136
5138,44,3,41,16,220,150,10,22.0,3520,3498.0,2400,1098.0,31.3893653516295,ORD-5137
5139,282,2,24,3,150,100,5,7.5,450,442.5,300,142.5,32.20338983050847,ORD-5138
5140,175,2,9,2,150,100,0,0.0,300,300.0,200,100.0,33.33333333333333,ORD-5139
5141,162,2,41,15,150,100,0,0.0,2250,2250.0,1500,750.0,33.33333333333333,ORD-5140
5142,351,4,24,4,250,170,0,0.0,1000,1000.0,680,320.0,32.0,ORD-5141
5143,340,1,25,14,120,80,5,6.0,1680,1674.0,1120,554.0,33.09438470728793,ORD-5142
5144,140,5,36,9,130,90,0,0.0,1170,1170.0,810,360.0,30.76923076923077,ORD-5143
5145,132,3,8,9,220,150,10,22.0,1980,1958.0,1350,608.0,31.05209397344229,ORD-5144
5146,87,2,50,14,150,100,10,15.0,2100,2085.0,1400,685.0,32.853717026378895,ORD-5145
5147,176,1,41,15,120,80,10,12.0,1800,1788.0,1200,588.0,32.88590604026846,ORD-5146
5148,183,3,29,5,220,150,5,11.0,1100,1089.0,750,339.0,31.129476584022036,ORD-5147
5149,129,4,25,2,250,170,10,25.0,500,475.0,340,135.0,28.421052631578945,ORD-5148
5150,246,5,59,17,130,90,5,6.5,2210,2203.5,1530,673.5,30.56501021102791,ORD-5149
5151,89,3,35,11,220,150,0,0.0,2420,2420.0,1650,770.0,31.818181818181817,ORD-5150
5152,66,5,38,13,130,90,5,6.5,1690,1683.5,1170,513.5,30.501930501930502,ORD-5151
5153,158,3,28,12,220,150,10,22.0,2640,2618.0,1800,818.0,31.245225362872418,ORD-5152
5154,149,4,55,3,250,170,5,12.5,750,737.5,510,227.5,30.847457627118647,ORD-5153
5155,340,1,19,13,120,80,5,6.0,1560,1554.0,1040,514.0,33.07593307593308,ORD-5154
5156,116,5,32,15,130,90,5,6.5,1950,1943.5,1350,593.5,30.53768973501415,ORD-5155
