inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point
1868,332,1,1,1687,78,394
1869,190,4,3,691,65,183
1870,68,2,3,554,385,590
1871,164,2,2,446,286,491
1872,9,1,2,500,473,218
1873,163,5,3,1538,393,511
1874,217,2,1,1361,450,242
1875,52,5,2,1115,268,564
1876,118,2,1,234,122,446
1877,346,5,3,634,197,253
1878,101,4,3,338,223,408
1879,112,2,1,669,73,333
1880,347,2,2,657,475,242
1881,314,3,2,533,258,538
1882,152,2,2,984,99,496
1883,59,3,2,1156,336,119
1884,37,1,1,891,447,308
1885,104,3,2,1816,470,188
1886,236,1,1,895,62,210
1887,38,2,2,1413,398,184
1888,15,3,2,1452,220,107
1889,144,1,1,762,183,372
1890,311,3,1,1007,128,199
1891,250,1,1,1680,319,389
1892,282,3,3,956,465,463
1893,239,1,1,484,496,403
1894,295,5,3,1144,314,223
1895,47,2,1,226,351,493
1896,92,2,1,1143,251,322
1897,177,3,1,1149,388,305
1898,165,1,3,1395,372,558
1899,38,5,3,892,81,174
1900,100,2,3,1187,50,384
1901,62,3,1,1989,193,499
1902,61,2,1,898,407,584
1903,202,5,3,669,158,502
1904,118,2,3,980,165,185
1905,8,4,1,1495,465,507
1906,294,5,2,1155,499,526
1907,106,1,3,1163,405,411
1908,292,5,1,1486,426,463
1909,56,3,2,1045,388,203
1910,45,1,2,1228,480,138
1911,306,2,3,455,128,492
1912,20,5,1,462,297,448
1913,183,1,1,1241,54,403
1914,102,2,3,906,447,260
1915,363,5,3,596,374,397
1916,348,1,1,1556,60,574
1917,288,3,2,376,76,447
1918,204,2,3,867,344,133
1919,201,2,1,1495,150,528
1920,43,3,2,538,312,263
1921,335,3,2,479,179,131
1922,2,3,2,1532,226,181
1923,212,1,2,880,91,253
1924,170,3,2,984,200,179
1925,143,4,1,1852,70,579
1926,93,1,1,1922,424,516
1927,122,3,2,674,162,571
1928,213,3,1,719,178,526
1929,256,4,1,1257,334,233
1930,250,5,1,1730,356,407
1931,105,3,3,1671,212,415
1932,314,2,2,1399,340,177
1933,230,3,2,1933,86,183
1934,355,1,1,545,480,482
1935,250,1,1,1648,195,445
1936,108,3,1,1753,402,177
1937,62,1,3,1467,183,459
1938,57,2,3,1479,123,595
1939,251,3,2,228,461,542
1940,132,2,2,1834,107,143
1941,78,4,3,491,381,594
1942,360,5,3,1250,245,221
1943,352,4,3,1327,162,507
1944,288,3,2,1799,74,170
1945,334,5,2,462,343,422
1946,162,3,2,1725,261,395
1947,296,5,1,1208,430,189
1948,35,3,2,1401,360,247
1949,15,5,1,353,93,508
1950,307,2,2,310,456,321
1951,20,1,2,822,364,337
1952,293,3,2,1487,121,259
1953,38,4,1,1468,282,426
1954,149,4,3,1644,299,151
1955,216,3,1,957,462,312
1956,10,2,2,1978,97,376
1957,100,3,3,1881,276,404
1958,214,5,1,1139,487,378
1959,101,1,3,1850,75,547
1960,363,2,1,612,426,111
1961,280,1,3,1404,187,551
1962,4,4,2,228,380,438
1963,118,1,1,1600,131,360
1964,151,1,1,1516,245,548
1965,42,3,1,1181,158,322
1966,348,4,3,215,118,547
1967,117,1,2,1738,375,270
1968,19,5,2,684,187,147
1969,362,1,2,1979,452,229
1970,24,3,1,1502,291,293
1971,236,2,1,1023,125,302
1972,258,2,3,1491,236,428
1973,7,2,1,1256,73,294
1974,124,5,2,1776,385,132
1975,1,1,1,1621,122,122
1976,179,4,2,1784,382,591
1977,188,1,2,1847,323,565
1978,159,2,3,671,465,545
1979,30,2,2,1017,285,301
1980,77,4,2,401,174,158
1981,18,1,3,499,324,194
1982,186,2,2,908,471,307
1983,273,4,3,1850,198,355
1984,302,3,1,350,489,467
1985,112,2,1,850,362,208
1986,19,3,1,527,354,382
1987,12,1,2,1448,173,551
1988,218,5,1,774,183,526
1989,338,1,1,333,104,409
1990,306,5,1,372,51,548
1991,6,4,3,1091,311,145
1992,352,5,2,1364,258,239
1993,311,4,2,1090,303,538
1994,124,2,3,1313,292,209
1995,361,1,2,1336,79,285
1996,15,4,2,914,419,459
1997,351,1,1,1075,360,236
1998,285,1,1,298,60,590
1999,338,4,2,269,74,192
2000,199,4,3,1582,468,401
2001,290,5,3,1915,420,520
2002,93,2,1,1059,138,548
2003,37,2,1,486,414,438
2004,192,3,2,1210,185,432
2005,95,5,3,618,372,593
2006,71,5,3,1115,407,163
2007,6,1,1,1242,135,172
2008,247,1,3,715,176,121
2009,355,4,3,1741,329,508
2010,55,3,1,1074,198,492
2011,295,1,3,1728,193,518
2012,281,5,1,1732,223,536
2013,98,3,3,962,469,145
2014,83,5,1,1937,187,273
2015,260,5,2,1585,499,162
2016,216,5,3,958,396,540
2017,289,2,3,1918,322,205
2018,235,5,2,1222,174,556
2019,322,2,3,268,250,362
2020,178,1,1,382,490,308
2021,267,5,3,371,315,431
2022,34,4,2,895,252,428
2023,247,4,1,1574,256,105
2024,220,2,1,1726,499,187
2025,150,2,3,1863,322,374
2026,298,3,2,1796,252,478
2027,230,5,3,938,151,154
2028,244,5,3,550,337,419
2029,206,5,3,1137,195,564
2030,166,5,2,320,351,350
2031,265,3,1,1329,278,481
2032,255,1,2,1765,289,177
2033,344,2,2,1197,95,420
2034,29,2,1,1407,419,222
2035,316,4,3,467,179,338
2036,347,5,3,1517,408,283
2037,316,2,2,1371,76,437
2038,126,4,2,472,441,449
2039,332,3,1,1460,412,212
2040,136,4,2,709,397,443
2041,106,5,3,1614,170,563
2042,105,4,1,1743,294,204
2043,149,5,3,1636,77,245
2044,184,3,3,838,105,494
2045,176,3,1,859,98,342
2046,303,3,1,1255,374,456
2047,265,4,3,431,399,547
2048,78,5,1,1779,156,133
2049,311,2,1,1809,140,393
2050,287,5,2,1428,204,293
2051,336,4,2,1113,138,263
2052,91,3,3,1121,460,126
2053,322,1,3,434,317,107
2054,31,2,1,639,53,563
2055,178,5,1,1668,229,434
2056,316,5,2,1131,362,228
2057,318,1,1,339,296,317
2058,167,3,3,1921,83,578
2059,68,1,2,1717,355,199
2060,30,3,3,1296,329,550
2061,67,5,3,522,469,548
2062,68,3,3,1114,427,231
2063,186,2,3,1343,486,109
2064,77,4,3,1350,322,196
2065,181,4,2,301,81,426
2066,14,3,3,1453,421,178
2067,138,5,3,641,103,556
2068,278,5,3,415,365,595
2069,191,3,3,802,104,424
2070,61,1,1,1074,413,343
2071,174,1,2,1361,495,516
2072,293,1,2,659,492,397
2073,277,5,1,1881,439,212
2074,288,3,3,1068,465,480
2075,207,3,2,1587,179,384
2076,254,5,3,569,172,346
2077,280,3,1,580,193,290
2078,330,2,2,1910,414,380
2079,352,1,2,1274,232,502
2080,314,3,3,1032,429,564
2081,135,5,1,235,140,512
2082,46,3,2,1182,117,312
2083,126,5,3,908,205,178
2084,213,3,3,709,129,477
2085,74,4,3,403,328,317
2086,87,2,3,1431,96,102
2087,5,4,1,1356,414,461
2088,241,3,2,407,315,465
2089,187,5,3,330,302,257
2090,250,3,1,1647,238,180
2091,198,5,2,1786,387,468
2092,22,1,2,1598,276,233
2093,28,1,3,466,230,176
2094,19,3,2,1269,245,554
2095,113,1,3,1194,134,396
2096,14,3,1,1798,299,179
2097,176,1,2,696,364,488
2098,207,2,3,1131,395,436
2099,150,4,1,1939,65,292
2100,302,1,3,1865,213,300
2101,341,2,2,1250,68,220
2102,211,4,1,1507,326,341
2103,141,5,2,1284,276,277
2104,278,4,2,1861,344,176
2105,138,4,3,1644,86,447
2106,44,2,3,913,234,588
2107,280,3,1,1258,326,248
2108,72,2,3,474,446,170
2109,113,4,1,508,306,552
2110,183,4,2,1433,340,411
2111,231,2,2,684,289,555
2112,50,1,2,1802,146,250
2113,234,4,2,1881,483,388
2114,58,4,1,1820,230,292
2115,97,5,1,1173,186,449
2116,176,3,2,1002,144,507
2117,229,2,3,1071,135,442
2118,349,4,2,889,168,120
2119,352,1,1,1086,106,432
2120,72,1,3,367,183,469
2121,352,5,2,1070,97,453
2122,86,1,2,768,364,268
2123,173,2,1,497,396,570
2124,26,1,1,1693,136,329
2125,81,5,1,1328,143,184
2126,362,5,1,1514,244,476
2127,82,1,3,912,389,342
2128,59,4,3,1047,164,377
2129,131,1,1,1818,455,466
2130,274,5,3,1802,454,588
2131,340,4,2,293,448,401
2132,246,5,3,643,482,588
2133,42,4,2,863,299,512
2134,318,1,1,573,155,152
2135,235,3,2,1992,424,378
2136,30,2,1,1401,128,121
2137,61,4,1,1809,227,197
2138,292,5,1,1861,480,491
2139,55,5,3,1711,384,338
2140,260,3,2,254,246,187
2141,271,5,3,1407,90,399
2142,112,5,1,303,133,492
2143,199,5,3,1373,327,221
2144,96,4,1,542,424,130
2145,97,4,2,477,397,110
2146,313,2,1,562,298,404
2147,319,3,1,648,140,593
2148,333,1,3,1676,295,585
2149,320,3,1,1156,495,194
2150,145,2,2,408,255,151
2151,309,4,2,839,187,537
2152,168,4,1,1705,428,422
2153,230,3,2,1148,196,124
2154,70,1,1,1702,140,176
2155,127,4,1,1641,137,179
2156,50,4,2,1813,282,143
2157,324,3,3,1863,92,505
2158,271,3,1,1107,370,240
2159,72,1,3,939,332,473
2160,246,1,3,1223,185,118
2161,243,3,1,1558,487,541
2162,108,1,2,970,386,288
2163,8,2,1,1745,77,319
2164,281,3,2,1865,93,504
2165,205,5,1,1953,156,253
2166,281,1,3,436,457,396
2167,18,3,1,333,242,353
2168,73,5,2,1548,413,269
2169,198,2,2,629,313,278
2170,14,2,1,547,177,308
2171,103,4,2,282,51,544
2172,218,5,1,1388,416,224
2173,292,5,3,929,195,217
2174,36,5,1,406,174,362
2175,203,2,1,855,238,445
2176,146,4,2,1147,347,540
2177,15,2,1,806,473,541
2178,256,3,3,691,53,123
2179,345,5,3,1339,369,116
2180,272,5,1,565,216,285
2181,76,4,2,1145,256,419
2182,14,4,3,484,139,369
2183,47,5,1,1978,315,231
2184,182,2,1,1278,427,307
2185,58,4,3,1693,278,375
2186,205,5,2,1534,413,516
2187,231,3,1,622,467,585
2188,158,4,3,1920,268,148
2189,302,1,1,1242,204,245
2190,16,3,3,845,478,383
2191,129,5,1,1913,137,437
2192,169,4,2,1770,164,152
2193,221,4,2,1853,144,111
2194,283,2,3,711,59,584
2195,205,5,1,966,425,212
2196,62,1,2,1138,254,183
2197,55,5,3,440,260,296
2198,307,4,2,255,413,461
2199,117,4,2,1515,342,285
2200,69,1,1,1212,52,391
2201,344,3,1,1750,418,546
2202,201,5,2,1004,320,419
2203,97,5,2,1405,239,110
2204,238,5,2,818,186,214
2205,101,2,2,1944,422,524
2206,97,1,3,836,116,387
2207,294,3,3,207,53,228
2208,285,5,2,1748,78,505
2209,291,3,1,1548,206,249
2210,276,3,1,1159,80,537
2211,147,3,3,890,493,560
2212,281,4,2,863,71,274
2213,93,5,1,673,153,424
2214,282,5,2,794,387,386
2215,194,5,3,1290,499,435
2216,189,1,3,719,221,129
2217,128,2,1,1249,173,445
2218,45,2,2,757,468,310
2219,262,2,3,1711,445,236
2220,186,2,1,1958,71,537
2221,329,4,2,932,410,438
2222,43,1,2,1574,177,424
2223,272,1,3,1306,395,222
2224,14,4,1,374,266,365
2225,74,5,2,347,209,196
2226,19,4,1,1268,58,349
2227,51,2,2,1181,151,316
2228,304,1,2,1636,241,491
2229,140,4,2,884,492,283
2230,198,2,1,1234,251,381
2231,291,2,3,1736,497,387
2232,198,3,2,1872,404,224
2233,6,5,3,921,225,314
2234,355,5,2,1480,358,111
2235,236,5,3,1676,209,521
2236,267,1,1,1278,487,387
2237,251,1,2,1718,410,195
2238,347,1,2,1171,218,253
2239,26,1,3,735,372,229
2240,72,2,3,428,302,577
2241,89,5,3,1343,488,266
2242,83,1,1,1509,143,454
2243,306,5,2,410,282,360
2244,26,2,1,1390,285,311
2245,271,1,1,239,212,159
2246,280,3,3,514,363,308
2247,333,4,3,439,271,506
2248,187,1,2,508,178,580
2249,313,1,2,284,58,215
2250,81,3,2,478,427,543
2251,129,2,3,953,354,139
2252,139,4,3,970,373,593
2253,276,2,1,400,479,464
2254,31,3,2,341,261,303
2255,236,1,1,742,137,412
2256,99,4,2,1982,470,158
2257,167,2,2,717,413,383
2258,6,1,2,1682,382,347
2259,355,5,1,894,196,488
2260,284,3,1,435,130,569
2261,53,2,1,668,325,227
2262,116,5,3,1853,472,101
2263,300,2,3,473,320,140
2264,65,2,1,1567,297,165
2265,208,5,3,1345,402,388
2266,241,3,3,525,198,552
2267,109,3,1,950,103,221
2268,268,5,2,1769,175,315
2269,156,3,3,1423,281,566
2270,256,4,1,856,443,137
2271,72,4,2,1510,482,128
2272,223,1,3,805,50,204
2273,249,5,1,1203,81,463
2274,110,4,2,579,63,299
2275,30,2,3,1957,333,585
2276,358,3,1,1481,473,149
2277,85,4,1,1892,357,167
2278,30,4,3,855,204,170
2279,336,5,1,1036,429,316
2280,319,2,2,1421,320,541
2281,264,4,1,281,238,485
2282,219,2,3,276,294,234
2283,128,3,2,1130,495,209
2284,289,3,1,641,163,299
2285,299,3,1,1487,303,546
2286,76,1,2,1512,178,349
2287,299,5,2,637,283,274
2288,45,3,3,1554,181,128
2289,234,1,1,1358,472,544
2290,244,1,2,1248,76,202
2291,238,5,1,602,208,440
2292,115,3,1,1153,100,312
2293,164,5,1,1539,156,465
2294,281,5,3,906,475,572
2295,213,4,1,1073,240,514
2296,293,5,3,619,137,190
2297,121,1,1,1416,207,132
2298,56,3,3,302,408,522
2299,80,5,3,770,440,369
2300,364,1,1,1713,231,389
2301,282,3,3,682,300,258
2302,57,2,3,1980,364,531
2303,326,1,3,722,155,328
2304,297,2,1,501,115,553
2305,51,2,2,1315,411,381
2306,363,4,2,1294,462,320
2307,12,2,1,277,108,279
2308,97,1,3,540,211,215
2309,109,5,1,1485,486,131
2310,257,3,2,1707,130,360
2311,147,4,2,1192,217,535
2312,194,3,3,1870,235,481
2313,343,1,1,1027,133,288
2314,237,5,2,1382,206,374
2315,72,2,1,313,375,477
2316,226,2,2,418,431,428
2317,126,1,2,222,305,244
2318,260,1,2,880,433,137
2319,27,3,1,545,422,292
2320,26,3,1,1259,247,560
2321,353,3,3,1408,354,504
2322,299,2,1,746,311,113
2323,104,1,1,249,415,310
2324,40,4,2,1078,56,408
2325,178,2,3,1020,151,369
2326,201,4,3,1674,469,337
2327,202,3,1,445,119,299
2328,29,3,1,1947,403,546
2329,341,1,1,369,434,203
2330,247,5,1,1372,71,380
2331,117,5,1,357,289,215
2332,242,3,3,964,258,117
2333,274,5,3,1798,347,432
2334,337,5,3,1261,133,571
2335,247,3,2,1265,81,539
2336,149,1,2,805,337,236
2337,318,2,1,1249,311,317
2338,96,5,2,973,183,483
2339,106,4,3,1694,157,122
2340,221,5,1,1094,444,581
2341,175,2,2,292,206,368
2342,26,2,3,691,466,331
2343,91,2,1,603,434,266
2344,16,2,1,658,396,497
2345,303,4,3,333,382,160
2346,56,1,3,923,214,320
2347,322,2,2,889,214,329
2348,51,2,3,738,411,190
2349,283,4,3,1445,164,185
2350,110,5,3,279,283,268
2351,66,5,1,1143,398,504
2352,62,4,3,1215,459,417
2353,71,5,3,1640,474,477
2354,166,3,1,406,395,526
2355,6,1,1,1703,153,508
2356,120,5,1,540,145,384
2357,59,4,1,1194,219,249
2358,275,3,1,1327,109,176
2359,79,1,3,1864,137,447
2360,237,2,3,1377,180,368
2361,156,5,2,1339,62,185
2362,138,1,3,939,188,273
2363,173,1,1,1698,362,340
2364,351,2,3,1853,246,446
2365,193,1,3,1816,498,193
2366,178,5,2,647,275,541
2367,144,3,1,1539,168,255
2368,318,5,3,1974,337,210
2369,234,4,2,861,318,268
2370,322,1,3,1872,322,524
2371,147,2,3,232,115,247
2372,260,4,3,771,454,454
2373,43,1,2,1922,262,150
2374,146,1,3,1746,375,213
2375,111,3,3,1114,487,235
2376,174,2,2,1731,399,477
2377,246,5,1,1884,300,277
2378,302,1,1,1393,448,259
2379,213,4,3,969,448,466
2380,103,2,2,210,414,526
2381,158,5,3,1914,416,416
2382,192,4,3,1977,314,202
2383,41,2,2,902,125,440
2384,133,3,1,587,120,313
2385,5,4,2,1270,137,443
2386,201,2,2,464,326,568
2387,75,5,3,1967,442,271
2388,360,1,2,369,115,263
2389,120,2,2,1393,120,295
2390,38,4,3,1352,307,463
2391,262,5,2,332,361,366
2392,186,1,2,311,61,363
2393,270,5,2,1941,422,359
2394,222,1,1,1321,300,173
2395,345,3,2,1808,361,111
2396,13,3,2,1029,148,452
2397,155,5,2,681,228,136
2398,184,1,3,1335,247,548
2399,68,1,3,1240,492,436
2400,187,2,3,1834,376,241
2401,239,2,3,557,316,453
2402,251,3,1,1386,296,139
2403,95,3,3,1325,436,446
2404,177,1,3,1927,211,379
2405,18,1,2,1334,390,437
2406,203,4,2,1185,196,418
2407,332,2,3,825,184,371
2408,3,1,3,617,412,150
2409,207,1,2,571,444,115
2410,57,3,3,581,368,157
2411,325,5,1,442,302,262
2412,287,3,2,575,233,295
2413,264,1,3,888,152,325
2414,10,2,2,1165,476,260
2415,3,5,3,1581,489,314
2416,12,4,1,396,350,173
2417,348,3,1,1235,433,156
2418,106,4,1,981,237,302
2419,350,2,2,1489,210,167
2420,275,5,3,613,77,319
2421,209,2,2,1682,152,367
2422,14,5,2,1555,165,372
2423,103,4,2,1634,273,472
2424,243,4,1,900,106,424
2425,331,2,1,1827,357,579
2426,29,5,3,1148,309,357
2427,263,4,1,347,276,304
2428,49,5,3,1887,194,312
2429,193,4,3,226,340,112
2430,263,1,1,401,91,259
2431,272,4,1,546,278,456
2432,99,1,1,617,237,268
2433,144,2,3,561,459,503
2434,341,1,2,1630,481,286
2435,338,2,3,1239,113,356
2436,329,1,3,1401,194,530
2437,61,2,2,735,403,402
2438,273,4,3,1543,290,186
2439,287,3,3,418,249,304
2440,59,3,1,1922,440,232
2441,88,3,1,1004,114,332
2442,262,1,2,275,177,454
2443,288,3,1,809,101,355
2444,287,2,1,1704,281,231
2445,251,1,1,1920,474,576
2446,240,1,2,1577,421,421
2447,9,4,2,435,449,275
2448,3,2,1,1860,291,153
2449,126,2,3,1448,243,230
2450,71,4,2,1763,293,377
2451,162,5,2,1170,249,561
2452,299,4,3,942,135,432
2453,221,5,3,294,427,485
2454,161,3,1,421,233,538
2455,325,3,3,1117,332,300
2456,164,3,3,1359,67,371
2457,79,3,3,694,368,495
2458,121,4,1,1409,129,283
2459,202,3,1,1482,420,277
2460,324,4,1,346,459,592
2461,357,2,1,1965,455,293
2462,47,2,2,906,491,196
2463,229,1,1,1492,306,585
2464,301,2,1,1848,273,184
2465,358,5,3,1896,479,562
2466,96,5,1,854,391,177
2467,216,3,1,396,76,494
2468,340,1,3,1851,407,245
2469,41,4,1,466,221,150
2470,360,4,3,1573,466,316
2471,324,4,2,388,132,555
2472,203,3,3,778,82,347
2473,267,1,3,503,174,165
2474,272,2,2,706,231,183
2475,105,2,3,1992,202,540
2476,65,3,3,1060,55,509
2477,199,5,2,1089,481,459
2478,327,4,3,293,304,557
2479,1,5,2,252,301,599
2480,225,2,2,1393,142,299
2481,4,3,2,1255,109,203
2482,82,5,1,1202,495,193
2483,245,2,2,1341,64,330
2484,37,3,3,1129,492,105
2485,244,4,1,437,343,581
2486,335,1,3,1871,448,411
2487,281,2,2,662,208,597
2488,338,1,1,1365,163,146
2489,132,3,3,1261,242,435
2490,171,2,1,565,453,118
2491,26,4,1,1413,462,102
2492,212,4,2,953,380,240
2493,143,3,1,612,193,181
2494,165,1,3,475,466,227
2495,127,5,1,500,232,396
2496,42,4,1,580,324,474
2497,269,1,2,1841,394,524
2498,144,1,2,1799,99,597
2499,42,2,2,342,83,106
2500,38,5,2,1810,241,121
2501,322,3,2,1343,152,130
2502,193,4,1,425,201,224
2503,133,5,2,1254,418,182
2504,30,1,1,1248,337,118
2505,95,5,2,703,170,146
2506,32,2,2,914,436,242
2507,195,2,3,713,190,555
2508,298,1,2,752,136,593
2509,5,1,2,1039,317,467
2510,96,3,1,329,111,576
2511,187,4,1,813,478,411
2512,279,4,2,380,73,211
2513,230,5,2,1673,329,149
2514,362,4,3,1935,271,116
2515,326,1,3,422,258,133
2516,219,5,1,744,64,397
2517,275,4,1,671,227,593
2518,106,3,1,317,137,568
2519,236,1,1,584,401,384
2520,349,1,1,1313,244,555
2521,294,4,3,1589,421,471
2522,259,3,3,604,222,105
2523,80,3,1,1950,498,551
2524,254,2,3,1531,69,123
2525,256,1,3,1283,326,590
2526,66,1,1,1783,445,247
2527,363,4,2,1740,297,594
2528,314,4,1,1572,149,438
2529,99,3,1,226,413,308
2530,284,1,1,1763,134,279
2531,171,4,3,1109,132,187
2532,241,3,1,563,452,456
2533,75,1,2,1997,406,190
2534,110,2,1,1237,307,250
2535,216,1,1,1498,338,561
2536,16,2,2,1608,470,153
2537,89,1,3,1471,315,346
2538,279,3,3,1541,337,174
2539,187,1,1,228,399,314
2540,359,4,2,367,430,107
2541,291,3,3,446,305,367
2542,217,2,3,462,463,144
2543,125,1,2,1307,319,470
2544,169,2,2,1907,54,540
2545,353,4,2,450,341,548
2546,74,3,3,1553,382,295
2547,46,2,1,1069,363,456
2548,358,5,2,1220,190,359
2549,278,1,1,1805,398,462
2550,288,2,2,788,393,545
2551,215,5,2,911,195,432
2552,158,5,2,1574,152,514
2553,87,4,2,1847,441,409
2554,299,2,1,793,225,386
2555,111,4,3,1868,127,259
2556,12,1,3,664,52,523
2557,339,3,1,525,119,359
2558,146,5,2,1856,158,458
2559,92,2,2,1148,176,336
2560,331,1,3,268,322,362
2561,81,2,1,1638,100,539
2562,189,5,1,1074,106,412
2563,174,3,3,885,92,529
2564,29,1,2,330,91,217
2565,160,5,2,1497,78,532
2566,242,1,2,638,135,405
2567,143,2,3,218,410,212
2568,188,5,3,1413,275,479
2569,210,5,3,469,232,532
2570,156,5,2,964,247,353
2571,169,3,1,538,220,179
2572,115,5,2,857,365,329
2573,303,1,3,644,218,526
2574,289,5,3,779,268,164
2575,300,3,3,1007,482,489
2576,50,3,3,827,383,441
2577,266,2,3,1579,133,385
2578,122,1,1,449,204,427
2579,290,4,3,1729,436,591
2580,363,1,1,1156,130,550
2581,347,4,3,1779,245,537
2582,20,1,1,365,347,301
2583,233,5,2,1520,231,380
2584,281,4,2,330,434,269
2585,55,1,2,1710,177,479
2586,241,2,1,725,282,427
2587,218,3,1,1499,454,226
2588,213,1,3,790,116,544
2589,178,1,2,1251,352,265
2590,55,3,3,1299,394,135
2591,177,4,2,1515,411,140
2592,124,4,3,941,157,402
2593,138,5,2,1604,108,339
2594,348,5,2,778,434,570
2595,267,5,1,1131,319,130
2596,119,2,1,1006,275,357
2597,206,3,1,1621,431,167
2598,84,4,3,1093,89,261
2599,356,2,3,1368,314,107
2600,233,5,3,1231,374,155
2601,20,3,3,1492,458,195
2602,72,5,3,655,241,366
2603,335,1,1,1264,365,570
2604,83,5,3,634,82,169
2605,304,3,2,1556,310,173
2606,76,4,3,1496,253,346
2607,289,3,2,965,357,551
2608,243,4,1,608,152,166
2609,276,3,3,1298,380,239
2610,287,3,3,772,210,544
2611,102,4,2,439,321,356
2612,120,1,1,233,308,305
2613,248,3,1,1728,310,447
2614,339,3,2,1140,281,110
2615,275,2,1,228,495,129
2616,318,5,3,1263,169,203
2617,205,2,1,752,68,336
2618,166,3,1,1673,417,229
2619,305,3,3,1346,444,351
2620,321,3,2,1662,429,233
2621,267,1,1,1530,156,251
2622,283,2,3,1043,67,305
2623,58,5,3,407,189,391
2624,231,1,3,1894,92,229
2625,193,4,2,1691,280,550
2626,15,3,1,662,136,509
2627,338,1,1,513,355,256
2628,345,4,2,1104,217,314
2629,257,3,2,1816,468,471
2630,19,1,3,965,490,227
2631,184,3,2,1178,233,405
2632,192,2,2,670,77,362
2633,290,3,1,1587,495,415
2634,64,5,1,486,148,423
2635,266,5,1,1090,136,353
2636,332,3,3,370,64,434
2637,188,1,3,986,185,250
2638,167,4,3,235,64,207
2639,237,4,3,1571,242,587
2640,66,5,1,456,340,249
2641,288,5,1,1671,107,226
2642,51,1,2,1568,125,331
2643,282,2,3,470,442,426
2644,57,5,2,437,472,405
2645,84,5,3,1842,402,309
2646,188,3,3,668,326,457
2647,183,2,3,873,400,188
2648,262,2,1,1260,493,147
2649,7,5,3,409,220,355
2650,337,3,2,887,112,370
2651,154,1,2,1971,219,489
2652,118,4,1,589,260,592
2653,351,5,3,684,211,158
2654,119,4,1,1277,431,332
2655,354,4,2,1247,194,559
2656,210,4,3,1986,370,435
2657,233,5,1,460,423,509
2658,124,1,3,312,458,522
2659,78,2,2,1465,404,427
2660,133,3,3,1680,235,254
2661,215,2,3,1893,443,318
2662,256,3,1,1455,274,214
2663,1,2,1,1939,295,599
2664,340,5,3,1755,55,225
2665,235,5,3,776,355,548
2666,125,4,2,231,325,526
2667,101,3,2,599,430,524
2668,65,1,2,1464,479,288
2669,266,5,1,707,396,336
2670,247,3,2,240,444,387
2671,178,5,1,1681,384,358
2672,307,1,2,1232,461,321
2673,325,3,2,796,166,350
2674,297,4,2,362,151,288
2675,77,3,3,680,295,244
2676,68,1,3,1209,51,236
2677,280,4,2,1861,497,540
2678,112,5,3,764,191,469
2679,312,4,1,1145,118,147
2680,228,5,1,1924,288,106
2681,235,1,3,1197,406,387
2682,292,2,2,931,251,192
2683,258,2,3,1075,127,157
2684,56,1,3,1634,387,565
2685,268,5,1,858,296,210
2686,341,4,2,1780,275,232
2687,72,5,1,574,258,197
2688,212,2,3,545,77,394
2689,62,4,3,1233,87,242
2690,28,3,2,1632,400,213
2691,345,2,2,387,210,425
2692,156,1,1,1096,405,331
2693,4,4,2,1914,103,463
2694,346,5,2,1571,109,131
2695,83,3,3,421,288,536
2696,98,2,3,779,294,542
2697,237,4,3,1405,437,486
2698,260,2,2,1130,103,252
2699,84,1,2,1291,278,156
2700,361,2,3,818,198,586
2701,108,5,2,1473,330,406
2702,358,5,3,524,356,116
2703,350,1,2,1782,192,349
2704,134,1,3,267,383,274
2705,230,3,1,964,62,481
2706,333,4,2,1050,291,366
2707,118,2,1,1891,304,518
2708,81,1,3,542,494,489
2709,155,4,1,1471,402,508
2710,291,1,2,521,70,500
2711,232,1,1,931,284,538
2712,210,3,3,1201,432,461
2713,186,5,1,1234,477,513
2714,340,4,3,1334,110,109
2715,191,3,3,1061,73,511
2716,115,5,1,797,266,294
2717,351,1,3,324,84,538
2718,101,3,3,1200,328,309
2719,339,5,2,664,245,179
2720,353,5,3,479,104,589
2721,81,3,1,1453,454,227
2722,33,2,3,555,151,349
2723,100,3,2,1181,177,253
2724,325,1,3,1684,201,566
2725,40,2,3,289,267,436
2726,250,3,3,560,366,396
2727,47,5,3,1660,171,160
2728,173,4,2,1708,266,476
2729,283,3,3,282,57,284
2730,135,5,3,928,119,400
2731,14,3,3,282,429,127
2732,114,1,1,828,294,503
2733,210,1,3,422,149,137
2734,162,5,2,289,239,449
2735,336,5,3,686,275,240
2736,347,2,2,1855,409,496
2737,46,1,1,1907,308,131
2738,147,4,2,439,65,190
2739,129,1,3,1231,183,250
2740,236,1,2,1733,198,154
2741,151,4,1,1287,180,264
2742,112,1,3,1107,159,195
2743,201,3,1,568,498,499
2744,284,3,3,449,376,366
2745,340,1,1,1761,329,183
2746,336,1,3,727,170,110
2747,333,4,1,1847,453,468
2748,207,1,1,1283,467,508
2749,16,5,2,1777,223,208
2750,127,3,2,744,266,135
2751,286,1,3,1112,165,337
2752,78,5,3,524,471,272
2753,33,1,1,1099,205,407
2754,37,2,2,1930,342,262
2755,157,5,3,264,366,124
2756,165,3,2,655,202,229
2757,189,3,3,474,253,533
2758,8,2,2,353,476,126
2759,257,5,3,747,453,533
2760,319,5,2,693,259,135
2761,216,4,1,507,466,246
2762,114,1,3,328,210,461
2763,193,5,2,1048,406,381
2764,174,4,1,299,344,516
